"quad","year","totCover"
"Q61",2011,6533.39171819283
"Q62",2011,1423.34740174854
"Q1",2012,0.5
"Q19",2012,887.630751005706
"Q2",2012,4536.06029189327
"Q20",2012,2269.25925996165
"Q23",2012,108.168152524853
"Q24",2012,1249.31322689537
"Q25",2012,1815.15995001082
"Q26",2012,3714.74281822243
"Q3",2012,4786.5524345107
"Q31",2012,2498.23241041334
"Q32",2012,2453.94834797753
"Q33",2012,4607.65750747161
"Q39",2012,5632.44188955272
"Q4",2012,2570.70886175749
"Q40",2012,1700.44022992497
"Q41",2012,1425.45389288064
"Q43",2012,114.891707290703
"Q44",2012,153.564547172454
"Q45",2012,3286.35508437573
"Q46",2012,936.623503675112
"Q48",2012,874.753889832204
"Q49",2012,398.182907835076
"Q51",2012,7241.76910653223
"Q52",2012,0.249999999999996
"Q53",2012,0.249999999999989
"Q55",2012,1526.2877721785
"Q57",2012,1586.62428589413
"Q58",2012,2488.44773721996
"Q60",2012,1755.76422800885
"Q61",2012,4.66547842457901
"Q62",2012,1278.91932017251
"Q19",2013,1161.97628874794
"Q2",2013,3633.84566640567
"Q20",2013,2285.49042823289
"Q21",2013,0.249999999999986
"Q23",2013,63.4918383022435
"Q24",2013,1121.18941479884
"Q25",2013,2090.48482134241
"Q26",2013,2748.86479036183
"Q3",2013,4401.98289976377
"Q31",2013,2672.7881053431
"Q32",2013,2541.81354638001
"Q33",2013,5407.79887787411
"Q39",2013,5892.734121107
"Q4",2013,2520.04383301203
"Q40",2013,1459.37976243516
"Q41",2013,1497.37059298036
"Q43",2013,155.345523835795
"Q44",2013,221.517265054057
"Q45",2013,3662.31551763579
"Q46",2013,1078.89016902063
"Q48",2013,1293.87616226017
"Q51",2013,5795.31971942519
"Q53",2013,0.249999999999986
"Q55",2013,1199.99251561206
"Q57",2013,2067.23480709765
"Q58",2013,3319.12781666973
"Q60",2013,2429.10789937103
"Q62",2013,1486.18745979407
"Q1",2014,27.774940915213
"Q19",2014,1328.61158082711
"Q2",2014,3534.06744598887
"Q20",2014,2525.82540791018
"Q21",2014,3.31130455557349
"Q23",2014,102.20288958885
"Q24",2014,1568.52952373333
"Q25",2014,1471.56062253597
"Q26",2014,1994.29002600253
"Q3",2014,3991.43704404034
"Q31",2014,1978.13531488554
"Q32",2014,2201.6308432727
"Q33",2014,6260.48713846695
"Q39",2014,3972.33396024355
"Q4",2014,2153.99111059837
"Q40",2014,1525.4613153253
"Q41",2014,1303.49033441027
"Q43",2014,344.241424707105
"Q44",2014,367.389033220596
"Q45",2014,2903.8544850288
"Q46",2014,1426.0034188943
"Q48",2014,1319.84944573789
"Q49",2014,0.25
"Q51",2014,6478.48159780405
"Q55",2014,518.643245445502
"Q57",2014,2024.84998817894
"Q58",2014,3237.83134916384
"Q60",2014,1515.02447332564
"Q62",2014,1036.06789317517
"Q1",2015,27.048965303501
"Q19",2015,1467.38634142187
"Q2",2015,4266.10619343245
"Q20",2015,2584.59245696226
"Q21",2015,49.0939867034461
"Q23",2015,44.9479611551433
"Q24",2015,954.075761414188
"Q25",2015,1555.92182092477
"Q26",2015,2215.57014709465
"Q3",2015,3756.59148575097
"Q31",2015,2710.44676279762
"Q32",2015,1973.88039346266
"Q33",2015,5650.99744549297
"Q39",2015,2268.34574891872
"Q4",2015,2265.76964237267
"Q40",2015,1958.23294861438
"Q41",2015,908.171472698908
"Q43",2015,449.142932287368
"Q44",2015,365.298964571594
"Q45",2015,3124.8850833797
"Q46",2015,1882.92239468682
"Q48",2015,1793.55627903912
"Q51",2015,6440.47727736583
"Q52",2015,40.640132313878
"Q55",2015,609.931625260926
"Q57",2015,1904.88817511949
"Q58",2015,3947.18920227389
"Q60",2015,2056.01946901668
"Q62",2015,1049.37338414062
"Q1",2016,0.250000000000004
"Q19",2016,2199.62885189457
"Q2",2016,5042.85481800793
"Q20",2016,3208.92436428402
"Q21",2016,207.415739058855
"Q22",2016,0.749999999999968
"Q23",2016,0.499999999999982
"Q24",2016,1628.57191915042
"Q25",2016,2669.15897624401
"Q26",2016,2694.26536646506
"Q3",2016,5581.14101596626
"Q31",2016,2831.38240135234
"Q32",2016,3536.61758498912
"Q33",2016,5256.8629243866
"Q39",2016,4274.72349007067
"Q4",2016,2673.87226289001
"Q40",2016,2285.43670963639
"Q41",2016,1421.31538437935
"Q43",2016,1418.171108902
"Q44",2016,726.865025811654
"Q45",2016,4380.84691016916
"Q46",2016,2375.8783554865
"Q48",2016,1778.94038066606
"Q49",2016,44.0735550135345
"Q51",2016,7071.55749411641
"Q52",2016,135.077730844603
"Q55",2016,1451.86125106109
"Q57",2016,1273.43639418915
"Q58",2016,5481.66633921679
"Q60",2016,1647.05020220715
"Q62",2016,1059.87745831354
