"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"HECO","Q1",2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943700093289932,180.295505877479,423.47335553019,513.909391259974,368.706688692422,301.477119456429,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,6,1,0,4,4,2,2,5,4,3,3,1,0,0,0,0,1,1,1,0.932424224606481,0.862068187755475,0.808517140405425,0.767834540302635,0.73624285828905,0.711129454473898,0.690741363542008,0.653475312974181,0.628292359606604,0.610168647052318,0.596512900057247,0.58585971536604,0.576196405222929,0.513967568293024,0.451903179872909,0.400481555316761,0.358464717572744,0.314974379723417,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"HECO","Q1",2007,7,2.63383923456637,9.54707982971549,8.40673632834804,7.13692075600534,18.8102921697992,48.0158351786673,52.8671105631206,40.3978369682212,38.7732018256865,85.6484473089803,183.277594097161,221.198420899735,228.951182953872,152.500647722147,186.711123491802,219.978970658827,237.29376225019,32.1610226781975,14.4957359947427,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3,1,2,2,3,10,9,4,1,1,0,0,0,0,0,1,1,1,1,1,1,0.982645910882882,0.944784692612476,0.907661478756994,0.874366211267501,0.808203033687417,0.760612354624665,0.72529100273427,0.675125179701298,0.628576925360341,0.590002837598283,0.531149357160339,0.479189189840402,0.424207107768056,0.375411448226793,0.315670994311549,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,8,12.5643036193191,37.6929108997019,61.7826548277125,82.0501896269111,106.852770205289,122.617770316244,127.010174622055,122.186322181226,141.12230797996,137.372846609414,335.699572345483,239.018705755347,189.913854818731,33.7031302359298,2.83119673528199,35.9216404878109,0.465409643366684,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,2,3,3,2,3,10,7,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.990271772981379,0.93999657493383,0.875918656173463,0.797240831900766,0.730298358889514,0.676927763431858,0.598007025419376,0.540173954466178,0.467890668400992,0.386526443336501,0.318162329803262,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2007,9,0,0,0,0,0,5.69241363096473,7.56238390326279,0.092650819769478,0.25,8.22463482594625,82.1605122121529,155.469936880558,181.871093486608,176.369971377678,187.095381067195,147.523866015827,420.119038879275,293.574784035766,121.947053629709,0.852040145070532,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,2,3,1,2,7,4,5,9,1,0,0,0,0,0,1,1,1,1,1,1,1,0.97805922494399,0.944041584826833,0.910848429025188,0.841454513217339,0.787838027726864,0.714610755504911,0.653723008300221,0.605804868820334,0.567497199536735,0.510533253367523,0.470470173644271,0.422956481930454,0.372801435142596,0.31411377267908,0.263072045239405,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,1,0,0,0,0,0,0,0,0,8.34931433046575,13.4746315482027,33.5729928257914,120.481718761725,166.072822832558,142.885168956604,168.365357964372,244.967694131051,437.980632273709,579.776357536521,498.504372348149,344.387655683555,270.654354467394,46.5393077492381,0,0,0,0,0,0,0,2,0,3,0,0,3,2,3,1,4,2,3,2,8,6,4,2,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0.989972789346666,0.926743195150438,0.863993463904363,0.77894638193751,0.707060545286421,0.651165253265648,0.606828940208293,0.541414174724873,0.495758362259335,0.444140886507022,0.378841269271245,0.316173051138205,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16445723350084,10.1019535682532,41.0618557436643,302.922280032947,686.80762118598,818.046299300567,640.958157193452,336.462594163005,213.101635634809,25.3855273531599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,6,7,9,5,6,2,0,0,0,1,0.975810753623601,0.851138331870196,0.771082476628997,0.719614884976387,0.684234416500659,0.658540728731851,0.63907618520348,0.623837666092539,0.59870196843736,0.536438002962306,0.490347884918781,0.456257341923181,0.430316589533729,0.410016585044898,0.393740172420458,0.369327960493188,0.351934126536068,0.338932788296219,0.319620590063982,0.292488034199422,0.255367813054812,0.220115788662953,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,11,0,0,0,1.03950513830923,6.37416704167032,9.11238989036236,25.4228741550106,45.8294326652892,60.5509465179834,79.279167059615,248.146348565296,269.520950527234,403.198176820051,406.151747645403,444.206435924347,409.381737360717,500.510425566809,167.28807653124,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,1,3,5,7,4,9,8,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991930874935358,0.961947849138418,0.926318704848509,0.791818442772339,0.635710252105984,0.497401099415297,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,13,0,0,0,0,0,0,0,0,0,0,0,35.3462566164031,160.666101092896,289.544580183503,319.536826505508,331.495634064896,832.411445555118,717.093106098225,374.401649182977,15.5167821098116,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,2,3,4,3,1,11,5,9,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.999999680806959,0.968282920110037,0.905734110273736,0.834281477547531,0.76980337008174,0.673234843654227,0.592525188843128,0.485037780658592,0.391958573375097,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,14,0,0.25,1.13563227060854,14.7486719731086,9.15340788122382,3.88724622320361,0.0278503256794203,0,0,0,0,0,0.555141614427164,30.2558987397813,25.7688233079937,108.637425298309,340.594468768699,440.712294589806,468.62436739711,618.405984080449,529.723053412179,342.894713933878,140.637401592882,0,0,0,0,0,0,0,1,1,3,0,3,1,2,0,1,6,2,1,3,3,6,8,3,1,2,0,0,0,1,1,1,1,0.948116280512365,0.890615158266803,0.843036847393249,0.804643455754472,0.773462490946888,0.743054757709774,0.646097828770479,0.577086394334131,0.527523332090645,0.490561504425474,0.462064001970185,0.439477983187647,0.406032165739904,0.38251285370011,0.365102367062476,0.33920525206302,0.300515548015022,0.258811792080704,0.220949869483663,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,15,0.192790999590594,5.47037744270602,7.63071375171619,6.07690529456393,4.45746050477652,2.1896157319768,0.000827233744942646,0,0,0.591016241612028,2.59310147313697,0,0,0,16.415532588419,30.1236553887849,241.586454035052,333.396321230144,446.195286243457,506.651392268447,611.312249793942,413.473605191127,330.813956631777,116.841119364363,0,0,0,0,0,0,1,2,0,0,0,2,2,4,0,0,3,4,5,1,6,6,7,1,1,2,0,0,1,0.994094724636587,0.87559418373578,0.791686558136885,0.736871593155325,0.668679347167542,0.608407900419512,0.561947890877317,0.525565257462032,0.496480051667972,0.444511636837941,0.410348317126778,0.386269968827566,0.368419723057082,0.354672632943431,0.343767290723195,0.327572842142021,0.316132083077529,0.307624666627985,0.300994307833535,0.281562898272599,0.249824668817909,0.218000536947991,0.188331954919574,0.162429720455475,0.141494334262925
"HECO","Q1",2008,16,12.5643036193192,37.621914751618,59.1763721929125,84.9306091284124,109.528955561353,132.676503321878,143.319571535854,140.875341796213,147.536332680299,116.5824546478,245.59584137446,280.729629917453,421.480982732163,198.013819274038,130.34505865213,172.395136723397,351.919190379183,279.968029598517,10.7523335223395,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,6,6,5,5,6,8,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.995838238849085,0.938220690320387,0.867631839969359,0.801080362840307,0.698507061924794,0.60776491523546,0.488814352432765,0.392732326580618,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,17,0,0,0,0,0,1.83936773777519,7.13584453503997,10.6207559262715,15.8521758571417,29.2175695868718,70.9389535312388,113.059148668133,201.331880668762,205.906801553017,212.947532759152,276.159127530852,478.483365813355,407.702775537414,261.738018817137,360.620022743206,293.818608733896,128.640431410076,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,7,3,9,6,4,2,1,2,0,0,0,0,0.530634953117777,0.515321773989738,0.510215159782536,0.507661611256225,0.506129404887804,0.505107901785253,0.504378240945863,0.503830986694412,0.503405339389269,0.50306481832598,0.502451873201894,0.502043237968865,0.501751353136983,0.501532438133479,0.501362170091077,0.495438201512404,0.459320249086014,0.412156212298118,0.370186749710217,0.334592866954235,0.30457295133019,0.262735226615649,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,18,0,0,4.6098049034934,8.19871369215967,8.44064614156806,9.49771864083429,14.3133389333293,38.9564881143606,25.2099053656398,21.7319966872283,70.5465080963771,152.551600155733,256.783256620574,250.180094254072,266.401914488481,270.309840796465,437.521432595806,343.554493410609,305.824264018207,393.061284483075,188.346973643139,9.97210636818591,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,2,2,1,3,3,1,6,12,6,4,0,0,0,0,0,0.978222275858877,0.773405935997141,0.685884856923338,0.640339673196654,0.612611307049364,0.593995893368166,0.572066533512418,0.540218856131528,0.511885853480039,0.487733717035056,0.441983222892332,0.410400228607044,0.387519595642472,0.37025235586823,0.356787081586887,0.346005438649533,0.329837487020069,0.318306223830747,0.30967427046948,0.300966030986683,0.281809384642043,0.250167454527942,0.218174904099293,0.1883513102859,0.162429720455475,0.141494334262925
"HECO","Q1",2008,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45976867032825,1.72434904442075,70.6007374371417,572.274666965487,681.049508229403,798.970801564255,659.342509653678,277.790518202155,12.7995216424688,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,2,6,8,2,7,5,7,1,0,0,0,0.940719722713878,0.742254878827327,0.663930132115764,0.62357305027179,0.599088317609052,0.582677535168637,0.570919820840555,0.562085386175802,0.555205233992365,0.549696760525988,0.53974733689855,0.510301029036944,0.480344665847075,0.45511311801497,0.434277929777121,0.417001780100077,0.390281785992264,0.370731534717562,0.350896900984938,0.323482777349692,0.296469924285298,0.257590826306181,0.220752136033237,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q1",2008,2,0,0,0,0,0.260667804783592,7.35236403617348,12.4596714522339,14.3529783104339,13.2938173054449,23.8112314254218,99.2791946997832,158.407187645274,222.72226585524,238.336353579374,225.67689752623,282.140783106625,511.587183969245,735.307193426793,352.766825583915,178.257765682368,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,4,3,5,5,1,2,10,5,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.985658968511507,0.926021973839128,0.854904420109861,0.788926849744329,0.688660978225359,0.602560896150475,0.487438077940839,0.392488384137793,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
