1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0400000027C56E21
Is Mission Active?  true
Mission Start:  Sun Nov 01 16:32:00 PST 2015
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  2313
Total Samples:  66636
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun May 15 00:00:00 PDT 2016
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/27/15 8:32:00 PM,C,-9.5
11/27/15 10:32:00 PM,C,-10.5
11/28/15 12:32:00 AM,C,-9
11/28/15 2:32:00 AM,C,-9.5
11/28/15 4:32:00 AM,C,-10
11/28/15 6:32:00 AM,C,-10
11/28/15 8:32:00 AM,C,-8
11/28/15 10:32:00 AM,C,-2.5
11/28/15 12:32:00 PM,C,-1.5
11/28/15 2:32:00 PM,C,1.5
11/28/15 4:32:00 PM,C,-8.5
11/28/15 6:32:00 PM,C,-15
11/28/15 8:32:00 PM,C,-15.5
11/28/15 10:32:00 PM,C,-16
11/29/15 12:32:00 AM,C,-17
11/29/15 2:32:00 AM,C,-16
11/29/15 4:32:00 AM,C,-15.5
11/29/15 6:32:00 AM,C,-17
11/29/15 8:32:00 AM,C,-12.5
11/29/15 10:32:00 AM,C,-3
11/29/15 12:32:00 PM,C,0.5
11/29/15 2:32:00 PM,C,1.5
11/29/15 4:32:00 PM,C,-6.5
11/29/15 6:32:00 PM,C,-11.5
11/29/15 8:32:00 PM,C,-13
11/29/15 10:32:00 PM,C,-13.5
11/30/15 12:32:00 AM,C,-13
11/30/15 2:32:00 AM,C,-15
11/30/15 4:32:00 AM,C,-15
11/30/15 6:32:00 AM,C,-16.5
11/30/15 8:32:00 AM,C,-11.5
11/30/15 10:32:00 AM,C,-9.5
11/30/15 12:32:00 PM,C,-6.5
11/30/15 2:32:00 PM,C,-6
11/30/15 4:32:00 PM,C,-6.5
11/30/15 6:32:00 PM,C,-15
11/30/15 8:32:00 PM,C,-16
11/30/15 10:32:00 PM,C,-16.5
12/1/15 12:32:00 AM,C,-12
12/1/15 2:32:00 AM,C,-11.5
12/1/15 4:32:00 AM,C,-13.5
12/1/15 6:32:00 AM,C,-15.5
12/1/15 8:32:00 AM,C,-14
12/1/15 10:32:00 AM,C,-6.5
12/1/15 12:32:00 PM,C,-3.5
12/1/15 2:32:00 PM,C,-1
12/1/15 4:32:00 PM,C,-3.5
12/1/15 6:32:00 PM,C,-13
12/1/15 8:32:00 PM,C,-13.5
12/1/15 10:32:00 PM,C,-15
12/2/15 12:32:00 AM,C,-14.5
12/2/15 2:32:00 AM,C,-15
12/2/15 4:32:00 AM,C,-14.5
12/2/15 6:32:00 AM,C,-14
12/2/15 8:32:00 AM,C,-8.5
12/2/15 10:32:00 AM,C,-2.5
12/2/15 12:32:00 PM,C,-0.5
12/2/15 2:32:00 PM,C,-0.5
12/2/15 4:32:00 PM,C,-1.5
12/2/15 6:32:00 PM,C,-6
12/2/15 8:32:00 PM,C,-11.5
12/2/15 10:32:00 PM,C,-11.5
12/3/15 12:32:00 AM,C,-11
12/3/15 2:32:00 AM,C,-7.5
12/3/15 4:32:00 AM,C,-5
12/3/15 6:32:00 AM,C,-4
12/3/15 8:32:00 AM,C,-3
12/3/15 10:32:00 AM,C,4
12/3/15 12:32:00 PM,C,6.5
12/3/15 2:32:00 PM,C,4.5
12/3/15 4:32:00 PM,C,-0.5
12/3/15 6:32:00 PM,C,-1.5
12/3/15 8:32:00 PM,C,-1
12/3/15 10:32:00 PM,C,-2
12/4/15 12:32:00 AM,C,-4.5
12/4/15 2:32:00 AM,C,-5
12/4/15 4:32:00 AM,C,-3
12/4/15 6:32:00 AM,C,-4.5
12/4/15 8:32:00 AM,C,-4
12/4/15 10:32:00 AM,C,3.5
12/4/15 12:32:00 PM,C,6.5
12/4/15 2:32:00 PM,C,5
12/4/15 4:32:00 PM,C,2
12/4/15 6:32:00 PM,C,-0.5
12/4/15 8:32:00 PM,C,-1.5
12/4/15 10:32:00 PM,C,-2
12/5/15 12:32:00 AM,C,-2.5
12/5/15 2:32:00 AM,C,-3.5
12/5/15 4:32:00 AM,C,-4.5
12/5/15 6:32:00 AM,C,-4
12/5/15 8:32:00 AM,C,-3.5
12/5/15 10:32:00 AM,C,-2
12/5/15 12:32:00 PM,C,-1.5
12/5/15 2:32:00 PM,C,-1
12/5/15 4:32:00 PM,C,-7
12/5/15 6:32:00 PM,C,-8.5
12/5/15 8:32:00 PM,C,-7.5
12/5/15 10:32:00 PM,C,-7
12/6/15 12:32:00 AM,C,-6.5
12/6/15 2:32:00 AM,C,-8.5
12/6/15 4:32:00 AM,C,-7
12/6/15 6:32:00 AM,C,-8.5
12/6/15 8:32:00 AM,C,-7.5
12/6/15 10:32:00 AM,C,0
12/6/15 12:32:00 PM,C,4.5
12/6/15 2:32:00 PM,C,2
12/6/15 4:32:00 PM,C,2
12/6/15 6:32:00 PM,C,-6
12/6/15 8:32:00 PM,C,-7.5
12/6/15 10:32:00 PM,C,-8.5
12/7/15 12:32:00 AM,C,-5.5
12/7/15 2:32:00 AM,C,-3
12/7/15 4:32:00 AM,C,-1.5
12/7/15 6:32:00 AM,C,-3
12/7/15 8:32:00 AM,C,-0.5
12/7/15 10:32:00 AM,C,1
12/7/15 12:32:00 PM,C,2.5
12/7/15 2:32:00 PM,C,1.5
12/7/15 4:32:00 PM,C,0.5
12/7/15 6:32:00 PM,C,0
12/7/15 8:32:00 PM,C,1
12/7/15 10:32:00 PM,C,1.5
12/8/15 12:32:00 AM,C,1
12/8/15 2:32:00 AM,C,0
12/8/15 4:32:00 AM,C,0.5
12/8/15 6:32:00 AM,C,1
12/8/15 8:32:00 AM,C,1
12/8/15 10:32:00 AM,C,1.5
12/8/15 12:32:00 PM,C,2.5
12/8/15 2:32:00 PM,C,3
12/8/15 4:32:00 PM,C,2
12/8/15 6:32:00 PM,C,2.5
12/8/15 8:32:00 PM,C,2
12/8/15 10:32:00 PM,C,2
12/9/15 12:32:00 AM,C,2.5
12/9/15 2:32:00 AM,C,2.5
12/9/15 4:32:00 AM,C,2.5
12/9/15 6:32:00 AM,C,2
12/9/15 8:32:00 AM,C,1
12/9/15 10:32:00 AM,C,3.5
12/9/15 12:32:00 PM,C,7.5
12/9/15 2:32:00 PM,C,13
12/9/15 4:32:00 PM,C,1
12/9/15 6:32:00 PM,C,-2.5
12/9/15 8:32:00 PM,C,-6
12/9/15 10:32:00 PM,C,-6.5
12/10/15 12:32:00 AM,C,-7
12/10/15 2:32:00 AM,C,-3.5
12/10/15 4:32:00 AM,C,-3
12/10/15 6:32:00 AM,C,-2
12/10/15 8:32:00 AM,C,-1.5
12/10/15 10:32:00 AM,C,-1
12/10/15 12:32:00 PM,C,0.5
12/10/15 2:32:00 PM,C,0.5
12/10/15 4:32:00 PM,C,-0.5
12/10/15 6:32:00 PM,C,-0.5
12/10/15 8:32:00 PM,C,-3.5
12/10/15 10:32:00 PM,C,-2
12/11/15 12:32:00 AM,C,-2
12/11/15 2:32:00 AM,C,-4
12/11/15 4:32:00 AM,C,-6
12/11/15 6:32:00 AM,C,-7.5
12/11/15 8:32:00 AM,C,-4.5
12/11/15 10:32:00 AM,C,-1
12/11/15 12:32:00 PM,C,-0.5
12/11/15 2:32:00 PM,C,3.5
12/11/15 4:32:00 PM,C,-2.5
12/11/15 6:32:00 PM,C,-5
12/11/15 8:32:00 PM,C,-4
12/11/15 10:32:00 PM,C,-4
12/12/15 12:32:00 AM,C,-4
12/12/15 2:32:00 AM,C,-10
12/12/15 4:32:00 AM,C,-6.5
12/12/15 6:32:00 AM,C,-4.5
12/12/15 8:32:00 AM,C,-4
12/12/15 10:32:00 AM,C,-0.5
12/12/15 12:32:00 PM,C,-0.5
12/12/15 2:32:00 PM,C,-1.5
12/12/15 4:32:00 PM,C,-3
12/12/15 6:32:00 PM,C,-3
12/12/15 8:32:00 PM,C,-3
12/12/15 10:32:00 PM,C,-3
12/13/15 12:32:00 AM,C,-3
12/13/15 2:32:00 AM,C,-3
12/13/15 4:32:00 AM,C,-3
12/13/15 6:32:00 AM,C,-3
12/13/15 8:32:00 AM,C,-2
12/13/15 10:32:00 AM,C,-1.5
12/13/15 12:32:00 PM,C,-1
12/13/15 2:32:00 PM,C,-1.5
12/13/15 4:32:00 PM,C,-1.5
12/13/15 6:32:00 PM,C,-2
12/13/15 8:32:00 PM,C,-1.5
12/13/15 10:32:00 PM,C,-1.5
12/14/15 12:32:00 AM,C,-1
12/14/15 2:32:00 AM,C,-2.5
12/14/15 4:32:00 AM,C,-4
12/14/15 6:32:00 AM,C,-4.5
12/14/15 8:32:00 AM,C,-4
12/14/15 10:32:00 AM,C,-2
12/14/15 12:32:00 PM,C,-2
12/14/15 2:32:00 PM,C,-3
12/14/15 4:32:00 PM,C,-4.5
12/14/15 6:32:00 PM,C,-5.5
12/14/15 8:32:00 PM,C,-5.5
12/14/15 10:32:00 PM,C,-6.5
12/15/15 12:32:00 AM,C,-7.5
12/15/15 2:32:00 AM,C,-6.5
12/15/15 4:32:00 AM,C,-6.5
12/15/15 6:32:00 AM,C,-6
12/15/15 8:32:00 AM,C,-6.5
12/15/15 10:32:00 AM,C,-3
12/15/15 12:32:00 PM,C,-2.5
12/15/15 2:32:00 PM,C,-0.5
12/15/15 4:32:00 PM,C,-5
12/15/15 6:32:00 PM,C,-9.5
12/15/15 8:32:00 PM,C,-11
12/15/15 10:32:00 PM,C,-15
12/16/15 12:32:00 AM,C,-19.5
12/16/15 2:32:00 AM,C,-17.5
12/16/15 4:32:00 AM,C,-15
12/16/15 6:32:00 AM,C,-13.5
12/16/15 8:32:00 AM,C,-12.5
12/16/15 10:32:00 AM,C,-10
12/16/15 12:32:00 PM,C,-8.5
12/16/15 2:32:00 PM,C,-8
12/16/15 4:32:00 PM,C,-10
12/16/15 6:32:00 PM,C,-15.5
12/16/15 8:32:00 PM,C,-17.5
12/16/15 10:32:00 PM,C,-9.5
12/17/15 12:32:00 AM,C,-13.5
12/17/15 2:32:00 AM,C,-20
12/17/15 4:32:00 AM,C,-21.5
12/17/15 6:32:00 AM,C,-23
12/17/15 8:32:00 AM,C,-19.5
12/17/15 10:32:00 AM,C,-11.5
12/17/15 12:32:00 PM,C,-10
12/17/15 2:32:00 PM,C,-10
12/17/15 4:32:00 PM,C,-10.5
12/17/15 6:32:00 PM,C,-11
12/17/15 8:32:00 PM,C,-10.5
12/17/15 10:32:00 PM,C,-10
12/18/15 12:32:00 AM,C,-9.5
12/18/15 2:32:00 AM,C,-8
12/18/15 4:32:00 AM,C,-7
12/18/15 6:32:00 AM,C,-7
12/18/15 8:32:00 AM,C,-6.5
12/18/15 10:32:00 AM,C,-4
12/18/15 12:32:00 PM,C,-2
12/18/15 2:32:00 PM,C,-3
12/18/15 4:32:00 PM,C,-3.5
12/18/15 6:32:00 PM,C,-3.5
12/18/15 8:32:00 PM,C,-3.5
12/18/15 10:32:00 PM,C,-6
12/19/15 12:32:00 AM,C,-6
