"quad","year","SP_ID","x","y","GenID"
"Q33",2011,37,75.3995309067,98.5835428428,38
"Q33",2011,38,82.7143832795,95.4478499325,39
"Q33",2011,39,85.4921425359,89.6738154374,40
"Q33",2011,40,54.6251024373,13.0210646547,41
"Q33",2011,41,51.7757452478,11.1541023721,41
"Q33",2011,42,34.0112136732,44.1781184784,42
"Q33",2011,43,99.7202377414,82.6527091987,43
"Q33",2011,44,20.8906100271,51.2079495239,44
"Q33",2011,45,55.4641721815,35.6966603485,45
"Q33",2011,46,75.4575181635,66.3729192781,47
"Q33",2011,47,75.980396299,11.6194875411,46
"Q33",2011,62,98.8931558107,12.1564606397,48
"Q33",2011,63,98.7608645338,13.8762556932,49
"Q33",2011,65,97.4379446458,12.6415308797,50
"Q33",2011,68,96.4237066286,20.7995334443,51
"Q33",2011,69,95.5858578705,94.5302366167,52
"Q33",2011,70,94.5275223161,93.1632200814,53
"Q33",2011,71,94.3952305942,91.0906465098,54
"Q33",2011,72,94.1747437979,17.8891111145,55
"Q33",2011,74,92.6313380035,18.6828623354,56
"Q33",2011,79,89.2799420812,71.9524132355,57
"Q33",2011,80,88.1334127871,69.3065752393,58
"Q33",2011,81,87.2514660468,87.3864720693,59
"Q33",2011,85,84.2087515503,78.0378422285,60
"Q33",2011,87,83.6795842181,86.5486233112,61
"Q33",2011,92,79.6667287967,92.5458572297,62
"Q33",2011,93,79.1375614644,81.3010430763,63
"Q33",2011,94,78.5642961499,98.8958705562,64
"Q33",2011,97,78.1233225573,91.0465489726,65
"Q33",2011,98,77.8587386687,73.3194306606,66
"Q33",2011,103,73.8017861551,64.3235793379,47
"Q33",2011,113,56.3833488241,68.0277528885,67
"Q33",2011,114,55.8982785841,48.713131245,68
"Q33",2011,117,53.1201479762,38.1738741279,69
"Q33",2011,120,46.9465243537,62.9124652654,70
"Q33",2011,122,45.1385351156,64.499968597,71
"Q33",2011,124,43.551031339,30.456844266,72
"Q33",2011,128,42.4485986923,30.9860120432,73
"Q33",2011,131,40.6406090093,32.0884451349,74
"Q33",2011,134,36.2749750698,61.9864214328,75
"Q33",2011,137,35.2166399603,60.5312107128,76
"Q33",2011,143,30.9832986325,42.4513129929,77
